item,itemLabel,itemDescription,idTMS,idBddSalons,img,URLbddOrsay,URLbddSalons
http://www.wikidata.org/entity/Q15709560,Le Rêve,tableau d'Édouard Detaille,9171,256976,http://commons.wikimedia.org/wiki/Special:FilePath/Edouard%20Detaille%20-%20The%20Dream%20-%20Google%20Art%20Project.jpg,https://www.musee-orsay.fr/fr/oeuvres/9171,http://salons.musee-orsay.fr/index/notice/256976
http://www.wikidata.org/entity/Q44124,Lola de Valence,tableau d'Édouard Manet,710,195853,http://commons.wikimedia.org/wiki/Special:FilePath/Edouard%20Manet%20044.jpg,https://www.musee-orsay.fr/fr/oeuvres/710,http://salons.musee-orsay.fr/index/notice/195853
http://www.wikidata.org/entity/Q1857132,Vue de toits,tableau de Gustave Caillebotte,108,58248,http://commons.wikimedia.org/wiki/Special:FilePath/Gustave%20Caillebotte%20-%20Rooftops%20in%20the%20Snow%20%28snow%20effect%29%20-%20Google%20Art%20Project.jpg,https://www.musee-orsay.fr/fr/oeuvres/108,http://salons.musee-orsay.fr/index/notice/58248
http://www.wikidata.org/entity/Q2105253,Portrait de Mme*** (Madame Durant),tableau de Carolus-Duran,113,191747,http://commons.wikimedia.org/wiki/Special:FilePath/Carolus-Duran%20Dame%20au%20gant.jpg,https://www.musee-orsay.fr/fr/oeuvres/113,http://salons.musee-orsay.fr/index/notice/191747
http://www.wikidata.org/entity/Q17490661,Agar et Ismaël,tableau de Jean-Charles Cazin,69708,218294,http://commons.wikimedia.org/wiki/Special:FilePath/Agar%20et%20Ismael%20par%20Jean-Charles%20Cazin.jpg,https://www.musee-orsay.fr/fr/oeuvres/69708,http://salons.musee-orsay.fr/index/notice/218294
http://www.wikidata.org/entity/Q17492014,"La Grève de Lohic et l'île des Souris, près de Lorient. La mer étale",tableau d'Élodie La Villette,80093,91872,,https://www.musee-orsay.fr/fr/oeuvres/80093,http://salons.musee-orsay.fr/index/notice/91872
http://www.wikidata.org/entity/Q17492027,La Lande de Kerlouarneck,tableau d'Emmanuel Lansyer,70548,215003,,https://www.musee-orsay.fr/fr/oeuvres/70548,http://salons.musee-orsay.fr/index/notice/215003
http://www.wikidata.org/entity/Q428985,Un coin de table,tableau d'Henri Fantin-Latour,211,10423,http://commons.wikimedia.org/wiki/Special:FilePath/Henri%20Fantin-Latour%20-%20By%20the%20Table%20-%20Google%20Art%20Project.jpg,https://www.musee-orsay.fr/fr/oeuvres/211,http://salons.musee-orsay.fr/index/notice/10423
http://www.wikidata.org/entity/Q17492013,La Grande vallée d'Optevoz,tableau de Charles-François Daubigny,70269,48631,,https://www.musee-orsay.fr/fr/oeuvres/70269,http://salons.musee-orsay.fr/index/notice/48631
http://www.wikidata.org/entity/Q17491984,La Fille du passeur,tableau de Louis Adan,77157,235622,,https://www.musee-orsay.fr/fr/oeuvres/77157,http://salons.musee-orsay.fr/index/notice/235622
http://www.wikidata.org/entity/Q17493151,Le Petit saint Jean,tableau de Paul Baudry,162728,110519,http://commons.wikimedia.org/wiki/Special:FilePath/Le%20Petit%20Saint%20Jean-Paul%20Baudry-IMG%208163.JPG,https://www.musee-orsay.fr/fr/oeuvres/162728,http://salons.musee-orsay.fr/index/notice/110519
http://www.wikidata.org/entity/Q2568551,La Danse,tableau de William Bouguereau,1065,48268,http://commons.wikimedia.org/wiki/Special:FilePath/William-Adolphe%20Bouguereau%20%281825-1905%29%20-%20The%20Dance%20%281856%29.jpg,https://www.musee-orsay.fr/fr/oeuvres/1065,http://salons.musee-orsay.fr/index/notice/48268
http://www.wikidata.org/entity/Q3214068,La foire aux servantes,peinture de Charles-François Marchal,70788,53417,http://commons.wikimedia.org/wiki/Special:FilePath/Charles-Fran%C3%A7ois%20Marchal%2C%20La%20foire%20aux%20servantes.jpg,https://www.musee-orsay.fr/fr/oeuvres/70788,http://salons.musee-orsay.fr/index/notice/53417
http://www.wikidata.org/entity/Q17490747,Armures,tableau d'Antoine Vollon,21241,7897,,https://www.musee-orsay.fr/fr/oeuvres/21241,http://salons.musee-orsay.fr/index/notice/7897
http://www.wikidata.org/entity/Q17493055,Le Matin sur le littoral méditerranéen,tableau de William Lamb Picknell,20741,354020,,https://www.musee-orsay.fr/fr/oeuvres/20741,http://salons.musee-orsay.fr/index/notice/354020
http://www.wikidata.org/entity/Q17490961,Canal de Delft,tableau d'Auguste Anastasi,85420,176506,,https://www.musee-orsay.fr/fr/oeuvres/85420,http://salons.musee-orsay.fr/index/notice/176506
http://www.wikidata.org/entity/Q17490749,Arrivée du pardon de sainte Anne de Fouesnant à Concarneau,tableau d'Alfred Guillou,80070,251839,,https://www.musee-orsay.fr/fr/oeuvres/80070,http://salons.musee-orsay.fr/index/notice/251839
http://www.wikidata.org/entity/Q12902282,Le Tepidarium,tableau de Théodore Chassériau,1055,34455,http://commons.wikimedia.org/wiki/Special:FilePath/Th%C3%A9odore%20Chass%C3%A9riau%20-%20Tepidarium%20-%20Google%20Art%20Project.jpg,https://www.musee-orsay.fr/fr/oeuvres/1055,http://salons.musee-orsay.fr/index/notice/34455
http://www.wikidata.org/entity/Q12878041,Jason,tableau de Gustave Moreau,1070,63331,http://commons.wikimedia.org/wiki/Special:FilePath/Moreau%20-%20Jason%20et%20M%C3%A9d%C3%A9e.jpg,https://www.musee-orsay.fr/fr/oeuvres/1070,http://salons.musee-orsay.fr/index/notice/63331
http://www.wikidata.org/entity/Q5966403,Le Berceau,tableau de Berthe Morisot,1132,57680,http://commons.wikimedia.org/wiki/Special:FilePath/Berthe%20Morisot%20008.jpg,https://www.musee-orsay.fr/fr/oeuvres/1132,http://salons.musee-orsay.fr/index/notice/57680
http://www.wikidata.org/entity/Q2665048,Dante et Virgile,tableau de William Bouguereau,153692,210307,http://commons.wikimedia.org/wiki/Special:FilePath/William%20Bouguereau%20-%20Dante%20and%20Virgile%20-%20Google%20Art%20Project%202.jpg,https://www.musee-orsay.fr/fr/oeuvres/153692,http://salons.musee-orsay.fr/index/notice/210307
http://www.wikidata.org/entity/Q17492998,Le Laboureur et ses enfants,tableau de Théophile Emmanuel Duverger,80022,62544,http://commons.wikimedia.org/wiki/Special:FilePath/Duverger%20Le%20laboureur%20et%20ses%20enfants.png,https://www.musee-orsay.fr/fr/oeuvres/80022,http://salons.musee-orsay.fr/index/notice/62544
http://www.wikidata.org/entity/Q5665712,Consummatum est,tableau de Jean-Léon Gérôme,25601,187694,http://commons.wikimedia.org/wiki/Special:FilePath/Jean-L%C3%A9on%20G%C3%A9r%C3%B4me%20Consummatum%20est.jpg,https://www.musee-orsay.fr/fr/oeuvres/25601,http://salons.musee-orsay.fr/index/notice/187694
http://www.wikidata.org/entity/Q17492865,Le Combat des Trente (1350),tableau d'Octave Penguilly L'Haridon,70829,50044,http://commons.wikimedia.org/wiki/Special:FilePath/Le%20Combat%20des%20Trente%20%281857%29.jpg,https://www.musee-orsay.fr/fr/oeuvres/70829,http://salons.musee-orsay.fr/index/notice/50044
http://www.wikidata.org/entity/Q3791331,Les Dindons,tableau de Claude Monet,1109,58096,http://commons.wikimedia.org/wiki/Special:FilePath/Monet%20-%20Truth%C3%A4hne.jpg,https://www.musee-orsay.fr/fr/oeuvres/1109,http://salons.musee-orsay.fr/index/notice/58096
http://www.wikidata.org/entity/Q14127232,Labourage nivernais,tableau de Rosa Bonheur,68,207575,http://commons.wikimedia.org/wiki/Special:FilePath/Rosa%20Bonheur%20-%20Ploughing%20in%20Nevers%20-%20Google%20Art%20Project.jpg,https://www.musee-orsay.fr/fr/oeuvres/68,http://salons.musee-orsay.fr/index/notice/207575
http://www.wikidata.org/entity/Q17492935,Le Fienaroles de San Germano,tableau d'Ernest Hébert,407,49259,http://commons.wikimedia.org/wiki/Special:FilePath/The%20hay%20harvesters%20of%20San%20Germano%20%281850s%29%20-%20Ernest%20H%C3%A9bert.jpg,https://www.musee-orsay.fr/fr/oeuvres/407,http://salons.musee-orsay.fr/index/notice/49259
http://www.wikidata.org/entity/Q17490796,Autour de la lampe,tableau d'Ernest Ange Duez,70344,225887,,https://www.musee-orsay.fr/fr/oeuvres/70344,http://salons.musee-orsay.fr/index/notice/225887
http://www.wikidata.org/entity/Q17494254,"Les Nains, Souvenir d'Espagne",tableau d'Alexandre Falguière,70362,257103,http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Alexandre-Joseph%20FALGUIERE%20-%20Les%20nains%2C%20souvenir%20d%27Espagne%20-%20Mus%C3%A9e%20des%20Augustins%20-%20D%201926%201.jpg,https://www.musee-orsay.fr/fr/oeuvres/70362,http://salons.musee-orsay.fr/index/notice/257103
http://www.wikidata.org/entity/Q17492654,"L'Attente, époque Louis XIII",tableau d'Ernest Meissonier,70794,49829,,https://www.musee-orsay.fr/fr/oeuvres/70794,http://salons.musee-orsay.fr/index/notice/49829
http://www.wikidata.org/entity/Q1212861,La Naissance de Vénus,peinture d'Alexandre Cabanel,98,45251,http://commons.wikimedia.org/wiki/Special:FilePath/Alexandre%20Cabanel%20-%20The%20Birth%20of%20Venus%20-%20Google%20Art%20Project%202.jpg,https://www.musee-orsay.fr/fr/oeuvres/98,http://salons.musee-orsay.fr/index/notice/45251
http://www.wikidata.org/entity/Q17490948,Cabanne de bûcherons dans la vallée des Vaux-de-Cernay,tableau d'Émile Charles Dameron,78098,231213,,https://www.musee-orsay.fr/fr/oeuvres/78098,http://salons.musee-orsay.fr/index/notice/231213
http://www.wikidata.org/entity/Q15874391,L'Excommunication de Robert le Pieux,tableau de Jean-Paul Laurens,620,7172,http://commons.wikimedia.org/wiki/Special:FilePath/Excommunication%20de%20Robert%20le%20Pieux-Jean-Paul%20Laurens-IMG%208140.JPG,https://www.musee-orsay.fr/fr/oeuvres/620,http://salons.musee-orsay.fr/index/notice/7172
http://www.wikidata.org/entity/Q17492716,Le Baiser de Judas,tableau d'Ernest Hébert,75160,60613,,https://www.musee-orsay.fr/fr/oeuvres/75160,http://salons.musee-orsay.fr/index/notice/60613
http://www.wikidata.org/entity/Q17492884,Le Corps de sainte Cécile apporté dans les catacombes de Rome,tableau de William Bouguereau,78036,34365,,https://www.musee-orsay.fr/fr/oeuvres/78036,http://salons.musee-orsay.fr/index/notice/34365
http://www.wikidata.org/entity/Q17492693,"Le ""Hollandisch Diep""",tableau d'Henri Zuber,71101,121081,,https://www.musee-orsay.fr/fr/oeuvres/71101,http://salons.musee-orsay.fr/index/notice/121081
http://www.wikidata.org/entity/Q17491993,La Folle,tableau de Pierre Georges Jeanniot,78161,404218,http://commons.wikimedia.org/wiki/Special:FilePath/Pierre%20Georges%20Jeanniot%20-%20La%20folle%2002.jpg,https://www.musee-orsay.fr/fr/oeuvres/78161,http://salons.musee-orsay.fr/index/notice/404218
http://www.wikidata.org/entity/Q17493084,Le Môle de Naples,tableau d'Oswald Achenbach,20459,176472,http://commons.wikimedia.org/wiki/Special:FilePath/Mole%20de%20Naples-Oswald%20Achenbach-IMG%208340.JPG,https://www.musee-orsay.fr/fr/oeuvres/20459,http://salons.musee-orsay.fr/index/notice/176472
http://www.wikidata.org/entity/Q13107489,Moisson,tableau de Charles-Francois Daubigny,886,174992,http://commons.wikimedia.org/wiki/Special:FilePath/Charles-Fran%C3%A7ois%20Daubigny%20-%20Harvest%20-%20Google%20Art%20Project.jpg,https://www.musee-orsay.fr/fr/oeuvres/886,http://salons.musee-orsay.fr/index/notice/174992
http://www.wikidata.org/entity/Q17492875,Le Contre-amiral Miot,tableau d'Émile Lévy,20693,252212,,https://www.musee-orsay.fr/fr/oeuvres/20693,http://salons.musee-orsay.fr/index/notice/252212
http://www.wikidata.org/entity/Q540488,Un enterrement à Ornans,peinture de Gustave Courbet entre 1849 et 1850.,924,210631,http://commons.wikimedia.org/wiki/Special:FilePath/Gustave%20Courbet%20-%20A%20Burial%20at%20Ornans%20-%20Google%20Art%20Project.jpg,https://www.musee-orsay.fr/fr/oeuvres/924,http://salons.musee-orsay.fr/index/notice/210631
http://www.wikidata.org/entity/Q3089617,Frédéric Bazille peignant à son chevalet,tableau d'Auguste Renoir,483,57967,http://commons.wikimedia.org/wiki/Special:FilePath/Pierre-Auguste%20Renoir%20-%20Fr%C3%A9d%C3%A9ric%20Bazille.jpg,https://www.musee-orsay.fr/fr/oeuvres/483,http://salons.musee-orsay.fr/index/notice/57967
http://www.wikidata.org/entity/Q17493174,Le Poète polonais Jean Kochanowski pleurant la mort de sa fille Ursule,tableau de Stanisław Chlebowski,16734,45333,,https://www.musee-orsay.fr/fr/oeuvres/16734,http://salons.musee-orsay.fr/index/notice/45333
http://www.wikidata.org/entity/Q17492835,Le Chevalier aux fleurs,tableau de Georges-Antoine Rochegrosse,21819,286290,http://commons.wikimedia.org/wiki/Special:FilePath/Le%20Chevalier%20aux%20Fleurs%201894%20Georges%20Rochegrosse%201859%201938.jpg,https://www.musee-orsay.fr/fr/oeuvres/21819,http://salons.musee-orsay.fr/index/notice/286290
http://www.wikidata.org/entity/Q17491977,La Ferme Toutain (ou ferme Saint-Siméon) à Honfleur,tableau de Karl Daubigny,70277,214453,,https://www.musee-orsay.fr/fr/oeuvres/70277,http://salons.musee-orsay.fr/index/notice/214453
http://www.wikidata.org/entity/Q17490853,Béliers,tableau de Giuseppe Palizzi,20815,175665,,https://www.musee-orsay.fr/fr/oeuvres/20815,http://salons.musee-orsay.fr/index/notice/175665
http://www.wikidata.org/entity/Q17492737,Le Bénédicité,tableau d'Henri Royer,20492,362445,,https://www.musee-orsay.fr/fr/oeuvres/20492,http://salons.musee-orsay.fr/index/notice/362445
http://www.wikidata.org/entity/Q126467,Portrait de M. et Mme Auguste Manet,tableau d'Édouard Manet,9990,112460,http://commons.wikimedia.org/wiki/Special:FilePath/Edouard%20Manet%20077.jpg,https://www.musee-orsay.fr/fr/oeuvres/9990,http://salons.musee-orsay.fr/index/notice/112460
http://www.wikidata.org/entity/Q17492021,La Jeunesse et l'Amour,tableau de William Bouguereau,70032,95006,http://commons.wikimedia.org/wiki/Special:FilePath/Bouguereau%2C%20La%20Jeunesse%20et%20l%27Amour%2C%201877%20%28crop%29.jpg,https://www.musee-orsay.fr/fr/oeuvres/70032,http://salons.musee-orsay.fr/index/notice/95006
http://www.wikidata.org/entity/Q2270028,La Gare Saint-Lazare,peinture de Claude Monet,10897,58097,http://commons.wikimedia.org/wiki/Special:FilePath/La%20Gare%20Saint-Lazare%20-%20Claude%20Monet.jpg,https://www.musee-orsay.fr/fr/oeuvres/10897,http://salons.musee-orsay.fr/index/notice/58097
http://www.wikidata.org/entity/Q17492728,"Le Bas-Bréau, forêt de Fontainebleau",tableau de Narcisse Díaz de la Peña,16942,162787,,https://www.musee-orsay.fr/fr/oeuvres/16942,http://salons.musee-orsay.fr/index/notice/162787
http://www.wikidata.org/entity/Q17491980,La Fileuse,tableau d'Alphonse Osbert,85377,120483,,https://www.musee-orsay.fr/fr/oeuvres/85377,http://salons.musee-orsay.fr/index/notice/120483
http://www.wikidata.org/entity/Q17492837,"Le Chevreuil chassé aux écoutes, printemps",tableau de Gustave Courbet,16689,187230,http://commons.wikimedia.org/wiki/Special:FilePath/Le%20Chevreuil%20chass%C3%A9%20aux%20%C3%A9coutes%2C%20printemps%20by%20Courbet%20MO.png,https://www.musee-orsay.fr/fr/oeuvres/16689,http://salons.musee-orsay.fr/index/notice/187230
http://www.wikidata.org/entity/Q17493325,Le Rêve,tableau de Pierre Puvis de Chavannes,9484,237609,http://commons.wikimedia.org/wiki/Special:FilePath/Le%20Reve-Puvis%20de%20Chavannes-Orsay.jpg,https://www.musee-orsay.fr/fr/oeuvres/9484,http://salons.musee-orsay.fr/index/notice/237609
http://www.wikidata.org/entity/Q17493742,Les Martyrs aux catacombes,tableau de Jules Lenepveu,627,35350,http://commons.wikimedia.org/wiki/Special:FilePath/Jules%20Eugene%20Lenepveu%20The%20Martyrs%20in%20the%20Catacombs.jpg,https://www.musee-orsay.fr/fr/oeuvres/627,http://salons.musee-orsay.fr/index/notice/35350
http://www.wikidata.org/entity/Q17493677,Les Deux Sœurs,tableau de James Tissot,975,54948,http://commons.wikimedia.org/wiki/Special:FilePath/James%20Tissot%20-%20Two%20Sisters.jpg,https://www.musee-orsay.fr/fr/oeuvres/975,http://salons.musee-orsay.fr/index/notice/54948
http://www.wikidata.org/entity/Q17494044,Madame Pasca,tableau de Léon Bonnat,9168,6166,http://commons.wikimedia.org/wiki/Special:FilePath/L%C3%A9on%20Joseph%20Florentin%20Bonnat%20-%20Madame%20Pasca%20-%201874.png,https://www.musee-orsay.fr/fr/oeuvres/9168,http://salons.musee-orsay.fr/index/notice/6166
http://www.wikidata.org/entity/Q17493713,Les Gardes-côtes gaulois,tableau de Jean-Jules-Antoine Lecomte du Nouÿ,1614,263274,,https://www.musee-orsay.fr/fr/oeuvres/1614,http://salons.musee-orsay.fr/index/notice/263274
http://www.wikidata.org/entity/Q17496087,Vertumne et Pomone,œuvre d'Auguste François-Marie Gorguet,80046,353328,,https://www.musee-orsay.fr/fr/oeuvres/80046,http://salons.musee-orsay.fr/index/notice/353328
http://www.wikidata.org/entity/Q17492321,"La Seine à Vétheuil, effet de soleil après la pluie",tableau de Claude Monet,1282,58377,http://commons.wikimedia.org/wiki/Special:FilePath/Monet%20-%20Vetheuil%2C%20vu%20de%20Lavacourt%2C%201879.jpg,https://www.musee-orsay.fr/fr/oeuvres/1282,http://salons.musee-orsay.fr/index/notice/58377
http://www.wikidata.org/entity/Q17491392,Éventail et Poignard,tableau d'Alexandre Falguière,20506,225982,,https://www.musee-orsay.fr/fr/oeuvres/20506,http://salons.musee-orsay.fr/index/notice/225982
http://www.wikidata.org/entity/Q17492221,La Rencontre du confesseur : golfe de Naples,tableau d'Auguste de Pinelli,20744,192846,,https://www.musee-orsay.fr/fr/oeuvres/20744,http://salons.musee-orsay.fr/index/notice/192846
http://www.wikidata.org/entity/Q17493503,L'Embouchure de la Loire à Painbœuf,tableau de Charles Le Roux,70601,215121,,https://www.musee-orsay.fr/fr/oeuvres/70601,http://salons.musee-orsay.fr/index/notice/215121
http://www.wikidata.org/entity/Q17495044,Pommiers et genêts en fleurs,tableau d'Antoine Chintreuil,16733,10150,http://commons.wikimedia.org/wiki/Special:FilePath/Antoine%20Chintreuil%2C%20Pommiers%20et%20gen%C3%AAts%20en%20fleurs%2C%20s.d.%20Huile%20sur%20toile.jpg,https://www.musee-orsay.fr/fr/oeuvres/16733,http://salons.musee-orsay.fr/index/notice/10150
http://www.wikidata.org/entity/Q17491143,"Cour Napoléon, nouveau Louvre",tableau de Victor Navlet,75422,178714,,https://www.musee-orsay.fr/fr/oeuvres/75422,http://salons.musee-orsay.fr/index/notice/178714
http://www.wikidata.org/entity/Q17494011,Madame Guillaume Dubufe,tableau de Guillaume Dubufe,16341,231420,http://commons.wikimedia.org/wiki/Special:FilePath/Guillaume%20Dubufe%20-%20Portrait%20de%20C%C3%A9cile%20Dubufe%2001.jpg,https://www.musee-orsay.fr/fr/oeuvres/16341,http://salons.musee-orsay.fr/index/notice/231420
http://www.wikidata.org/entity/Q17494990,Philippe Rousseau,tableau d'Édouard Louis Dubufe,16968,91357,,https://www.musee-orsay.fr/fr/oeuvres/16968,http://salons.musee-orsay.fr/index/notice/91357
http://www.wikidata.org/entity/Q17493231,Le Port de Pont-Aven,tableau d'Alexandre Defaux,16716,218663,http://commons.wikimedia.org/wiki/Special:FilePath/Alexandre%20Defaux%20Pont-Aven.jpg,https://www.musee-orsay.fr/fr/oeuvres/16716,http://salons.musee-orsay.fr/index/notice/218663
http://www.wikidata.org/entity/Q17491003,Charles Garnier,tableau de Paul Baudry,9535,191049,http://commons.wikimedia.org/wiki/Special:FilePath/Charles%20Garnier%201868%20by%20Paul%20Baudry%201828%201886%20edit.jpg,https://www.musee-orsay.fr/fr/oeuvres/9535,http://salons.musee-orsay.fr/index/notice/191049
http://www.wikidata.org/entity/Q17496106,Vieux cheval à la porte d'un maréchal-ferrand,tableau de Jules Jacques Veyrassat,71079,232977,,https://www.musee-orsay.fr/fr/oeuvres/71079,http://salons.musee-orsay.fr/index/notice/232977
http://www.wikidata.org/entity/Q17492363,La Table,tableau d'Henri Le Sidaner,78191,323404,http://commons.wikimedia.org/wiki/Special:FilePath/Henri%20Le%20Sidaner%20-%20La%20Table%2002.jpg,https://www.musee-orsay.fr/fr/oeuvres/78191,http://salons.musee-orsay.fr/index/notice/323404
http://www.wikidata.org/entity/Q17493315,Le Retour,tableau d'Henry Mosler,75980,106633,http://commons.wikimedia.org/wiki/Special:FilePath/Mosler%20Henry%40R%C3%BCckkehr%20d%20verlorenen%20Sohnes.JPG,https://www.musee-orsay.fr/fr/oeuvres/75980,http://salons.musee-orsay.fr/index/notice/106633
http://www.wikidata.org/entity/Q17491055,Chez le fondeur,tableau de Jean-François Raffaëlli,70830,242541,http://commons.wikimedia.org/wiki/Special:FilePath/Raffa%C3%ABlli%20Chez%20le%20fondeur.jpg,https://www.musee-orsay.fr/fr/oeuvres/70830,http://salons.musee-orsay.fr/index/notice/242541
http://www.wikidata.org/entity/Q17496079,Vénus,tableau d'Antonin Mercié,147448,237283,,https://www.musee-orsay.fr/fr/oeuvres/147448,http://salons.musee-orsay.fr/index/notice/237283
http://www.wikidata.org/entity/Q17491012,Chasse au marais dans le Berry,tableau de Charles Busson,16587,62133,,https://www.musee-orsay.fr/fr/oeuvres/16587,http://salons.musee-orsay.fr/index/notice/62133
http://www.wikidata.org/entity/Q17493818,L'Escaut à Anvers,tableau d'Eugène Boudin,69663,90888,http://commons.wikimedia.org/wiki/Special:FilePath/Eug%C3%A8ne%20Boudin%20-%20Port%20Anvers.jpg,https://www.musee-orsay.fr/fr/oeuvres/69663,http://salons.musee-orsay.fr/index/notice/90888
http://www.wikidata.org/entity/Q17491538,Floréal,tableau de Louis-Joseph-Raphaël Collin,69746,241148,,https://www.musee-orsay.fr/fr/oeuvres/69746,http://salons.musee-orsay.fr/index/notice/241148
http://www.wikidata.org/entity/Q17493754,Les Orphelins,tableau de Louis Welden Hawkins,105517,231746,http://commons.wikimedia.org/wiki/Special:FilePath/Les%20orphelins%20-%20Louis%20Welden%20Hawkins.jpg,https://www.musee-orsay.fr/fr/oeuvres/105517,http://salons.musee-orsay.fr/index/notice/231746
http://www.wikidata.org/entity/Q17495004,Pierrot jouant de la mandoline,tableau de Léon Comerre,69748,246595,http://commons.wikimedia.org/wiki/Special:FilePath/Comerre-Pierrot%20jouant%20de%20la%20mandoline-Mus%C3%A9e%20de%20Gap.jpg,https://www.musee-orsay.fr/fr/oeuvres/69748,http://salons.musee-orsay.fr/index/notice/246595
http://www.wikidata.org/entity/Q17491058,Chien griffon,tableau de Gustave Mohler,21120,101000,,https://www.musee-orsay.fr/fr/oeuvres/21120,http://salons.musee-orsay.fr/index/notice/101000
http://www.wikidata.org/entity/Q17493792,Les Suites de la séduction,tableau d'Antoine Béranger,77234,154519,,https://www.musee-orsay.fr/fr/oeuvres/77234,http://salons.musee-orsay.fr/index/notice/154519
http://www.wikidata.org/entity/Q17493817,L'Escalier de l'Opéra,tableau de Victor Navlet,78597,220418,,https://www.musee-orsay.fr/fr/oeuvres/78597,http://salons.musee-orsay.fr/index/notice/220418
http://www.wikidata.org/entity/Q17494365,Mystère du soir,tableau d'Alphonse Osbert,85037,258082,,https://www.musee-orsay.fr/fr/oeuvres/85037,http://salons.musee-orsay.fr/index/notice/258082
http://www.wikidata.org/entity/Q17493806,Les Vendanges en Bourgogne,tableau de Charles-François Daubigny,887,45447,http://commons.wikimedia.org/wiki/Special:FilePath/Charles-fran%C3%A7ois%20daubigny%2C%20i%20vendemmianti%20in%20borgogna%2C%201863.JPG,https://www.musee-orsay.fr/fr/oeuvres/887,http://salons.musee-orsay.fr/index/notice/45447
http://www.wikidata.org/entity/Q17491294,Embarquement de fleurs,tableau de Georges Jeannin,75209,219588,,https://www.musee-orsay.fr/fr/oeuvres/75209,http://salons.musee-orsay.fr/index/notice/219588
http://www.wikidata.org/entity/Q17491105,Compassion !,tableau de William Bouguereau,153691,348303,http://commons.wikimedia.org/wiki/Special:FilePath/William-Adolphe%20Bouguereau%20%281825-1905%29%20-%20Compassion%20%281897%29.jpg,https://www.musee-orsay.fr/fr/oeuvres/153691,http://salons.musee-orsay.fr/index/notice/348303
http://www.wikidata.org/entity/Q3231771,Les Coquelicots,"tableau de Claude Monet, 1873",1010,57671,http://commons.wikimedia.org/wiki/Special:FilePath/Claude%20Monet%20-%20Poppy%20Field%20-%20Google%20Art%20Project.jpg,https://www.musee-orsay.fr/fr/oeuvres/1010,http://salons.musee-orsay.fr/index/notice/57671
http://www.wikidata.org/entity/Q17491131,Coup de vent sur les bords de la Manche,tableau de Léon Barillot,100063,235722,,https://www.musee-orsay.fr/fr/oeuvres/100063,http://salons.musee-orsay.fr/index/notice/235722
http://www.wikidata.org/entity/Q17493765,Les Porteurs de mauvaises nouvelles,tableau de Jean-Jules-Antoine Lecomte du Nouÿ,78173,10784,http://commons.wikimedia.org/wiki/Special:FilePath/The%20story%20of%20the%20greatest%20nations%3B%20a%20comprehensive%20history%2C%20extending%20from%20the%20earliest%20times%20to%20the%20present%2C%20founded%20on%20the%20most%20modern%20authorities%2C%20and%20including%20chronological%20summaries%20and%20%2814803092693%29.jpg,https://www.musee-orsay.fr/fr/oeuvres/78173,http://salons.musee-orsay.fr/index/notice/10784
http://www.wikidata.org/entity/Q17493800,Les Trainards : effet de neige,tableau d'Augustin-Pierre-Bienvenu Chenu,9109,196516,http://commons.wikimedia.org/wiki/Special:FilePath/Augustin%20Pierre%20Bienvenu%20Chenu-Fleury.jpg,https://www.musee-orsay.fr/fr/oeuvres/9109,http://salons.musee-orsay.fr/index/notice/196516
http://www.wikidata.org/entity/Q17492196,"La Prison de Subiaco, États pontificaux",tableau de Paul Émile Sautai,21029,198538,,https://www.musee-orsay.fr/fr/oeuvres/21029,http://salons.musee-orsay.fr/index/notice/198538
http://www.wikidata.org/entity/Q17493458,Le Village de Gruissan,tableau de Lina Bill,75961,272974,,https://www.musee-orsay.fr/fr/oeuvres/75961,http://salons.musee-orsay.fr/index/notice/272974
http://www.wikidata.org/entity/Q17491386,Ève,tableau d'Armand Berton,25669,225199,,https://www.musee-orsay.fr/fr/oeuvres/25669,http://salons.musee-orsay.fr/index/notice/225199
http://www.wikidata.org/entity/Q17491208,Délivrance des emmurés de Carcassonne,tableau de Jean-Paul Laurens,70559,106227,http://commons.wikimedia.org/wiki/Special:FilePath/Beaux-Arts%20de%20Carcassonne%20-%20La%20D%C3%A9livrance%20des%20emmur%C3%A9s%20de%20Carcassonne%201879%20-%20Jean%20Paul%20Laurens.jpg,https://www.musee-orsay.fr/fr/oeuvres/70559,http://salons.musee-orsay.fr/index/notice/106227
http://www.wikidata.org/entity/Q17493316,Le Retour à la ferme,tableau de Constant Troyon,78686,179369,,https://www.musee-orsay.fr/fr/oeuvres/78686,http://salons.musee-orsay.fr/index/notice/179369
http://www.wikidata.org/entity/Q17491082,"Clairière dans la Haute Futaie, forêt de Fontainebleau",tableau de Théodore Rousseau,29,46571,,https://www.musee-orsay.fr/fr/oeuvres/29,http://salons.musee-orsay.fr/index/notice/46571
http://www.wikidata.org/entity/Q17491011,Chasse au faucon en Algérie : la curée,tableau d'Eugène Fromentin,20527,45672,http://commons.wikimedia.org/wiki/Special:FilePath/Eug%C3%A8ne%20fromentin%2C%20caccia%20al%20falcone%20in%20algeria%2C%20la%20corsa%2C%201863.JPG,https://www.musee-orsay.fr/fr/oeuvres/20527,http://salons.musee-orsay.fr/index/notice/45672
